Name,Cosmic Id, Tissue, Tissue sub-type,,
909700,RPMI-2650,909700,HNSC,aero_digestive_tract,head_and_neck
909701,RPMI-6666,909701,UNCLASSIFIED,blood,Hodgkin_lymphoma
910903,RPMI-7951,910903,SKCM,skin,melanoma
905964,RPMI-8226,905964,MM,blood,myeloma
909702,RPMI-8402,909702,ALL,blood,lymphoblastic_T_cell_leukaemia
910544,RPMI-8866,910544,LCML,blood,chronic_myeloid_leukaemia
909703,RS4-11,909703,ALL,blood,leukemia
909704,RT-112,909704,BLCA,urogenital_system,bladder
687455,RT4,687455,BLCA,urogenital_system,bladder
909706,RVH-421,909706,SKCM,skin,melanoma
905978,RXF393,905978,KIRC,kidney,kidney
909262,Raji,909262,UNCLASSIFIED,blood,Burkitt_lymphoma
910401,Ramos-2G6-4C10,910401,UNCLASSIFIED,blood,Burkitt_lymphoma
910946,S-117,910946,UNCLASSIFIED,thyroid,thyroid
909708,SAS,909708,HNSC,aero_digestive_tract,head_and_neck
1299050,SAT,1299050,HNSC,aero_digestive_tract,head_and_neck
713885,SBC-1,713885,SCLC,lung,lung_small_cell_carcinoma
753610,SBC-3,753610,SCLC,lung,lung_small_cell_carcinoma
713880,SBC-5,713880,SCLC,lung,lung_small_cell_carcinoma
910911,SCC-15,910911,HNSC,aero_digestive_tract,head_and_neck
910701,SCC-25,910701,HNSC,aero_digestive_tract,head_and_neck
910930,SCC-3,910930,DLBC,blood,B_cell_lymphoma
910904,SCC-4,910904,HNSC,aero_digestive_tract,head_and_neck
909709,SCC-9,909709,HNSC,aero_digestive_tract,head_and_neck
1299052,SCC90,1299052,HNSC,aero_digestive_tract,head_and_neck
909711,SCH,909711,UNCLASSIFIED,digestive_system,stomach
753611,SCLC-21H,753611,UNCLASSIFIED,lung,lung_small_cell_carcinoma
1299051,SCaBER,1299051,UNCLASSIFIED,urogenital_system,bladder
909712,SF126,909712,GBM,nervous_system,glioma
905986,SF268,905986,GBM,nervous_system,glioma
905985,SF295,905985,GBM,nervous_system,glioma
905984,SF539,905984,LGG,nervous_system,glioma
909713,SH-4,909713,SKCM,skin,melanoma
724872,SHP-77,724872,SCLC,lung,lung_small_cell_carcinoma
909715,SIG-M5,909715,LAML,blood,acute_myeloid_leukaemia
753620,SIMA,753620,NB,nervous_system,neuroblastoma
1240212,SISO,1240212,CESC,urogenital_system,cervix
909716,SJRH30,909716,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma
909717,SJSA-1,909717,UNCLASSIFIED,bone,bone_other
909718,SK-CO-1,909718,COREAD,digestive_system,large_intestine
684072,SK-ES-1,684072,UNCLASSIFIED,bone,ewings_sarcoma
1503364,SK-GT-2,1503364,STAD,digestive_system,stomach
1503365,SK-GT-4,1503365,ESCA,aero_digestive_tract,oesophagus
909719,SK-HEP-1,909719,LIHC,digestive_system,liver
909720,SK-LMS-1,909720,UNCLASSIFIED,soft_tissue,soft_tissue_other
909721,SK-LU-1,909721,LUAD,lung,lung_NSCLC_adenocarcinoma
909723,SK-MEL-1,909723,SKCM,skin,melanoma
905955,SK-MEL-2,905955,SKCM,skin,melanoma
909725,SK-MEL-24,909725,SKCM,skin,melanoma
905954,SK-MEL-28,905954,SKCM,skin,melanoma
909724,SK-MEL-3,909724,SKCM,skin,melanoma
909726,SK-MEL-30,909726,SKCM,skin,melanoma
909727,SK-MEL-31,909727,SKCM,skin,melanoma
905956,SK-MEL-5,905956,SKCM,skin,melanoma
909728,SK-MES-1,909728,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma
909729,SK-MG-1,909729,GBM,nervous_system,glioma
753612,SK-MM-2,753612,MM,blood,myeloma
724828,SK-N-AS,724828,NB,nervous_system,neuroblastoma
688086,SK-N-DZ,688086,NB,nervous_system,neuroblastoma
688087,SK-N-FI,688087,NB,nervous_system,neuroblastoma
717431,SK-N-SH,717431,NB,nervous_system,neuroblastoma
909730,SK-NEP-1,909730,UNCLASSIFIED,kidney,kidney
905959,SK-OV-3,905959,OV,urogenital_system,ovary
909731,SK-PN-DW,909731,UNCLASSIFIED,bone,ewings_sarcoma
909732,SK-UT-1,909732,UNCLASSIFIED,soft_tissue,soft_tissue_other
930298,SKG-IIIa,930298,CESC,urogenital_system,cervix
909722,SKM-1,909722,UNCLASSIFIED,blood,haematopoietic_neoplasm_other
1240215,SKN,1240215,UNCLASSIFIED,urogenital_system,uterus
1299059,SKN-3,1299059,HNSC,aero_digestive_tract,head_and_neck
1331032,SLVL,1331032,DLBC,blood,B_cell_lymphoma
905979,SN12C,905979,KIRC,kidney,kidney
905982,SNB75,905982,GBM,nervous_system,glioma
909735,SNG-M,909735,UCEC,urogenital_system,endometrium
1659823,SNU-1040,1659823,COREAD,digestive_system,large_intestine
1659928,SNU-175,1659928,COREAD,digestive_system,large_intestine
1240216,SNU-182,1240216,LIHC,digestive_system,liver
909736,SNU-387,909736,LIHC,digestive_system,liver
1240217,SNU-398,1240217,LIHC,digestive_system,liver
1660034,SNU-407,1660034,COREAD,digestive_system,large_intestine
909737,SNU-423,909737,LIHC,digestive_system,liver
909738,SNU-449,909738,LIHC,digestive_system,liver
909739,SNU-475,909739,LIHC,digestive_system,liver
1660035,SNU-61,1660035,COREAD,digestive_system,large_intestine
1660036,SNU-81,1660036,COREAD,digestive_system,large_intestine
910905,SNU-C1,910905,COREAD,digestive_system,large_intestine
909740,SNU-C2B,909740,COREAD,digestive_system,large_intestine
1674021,SNU-C5,1674021,COREAD,digestive_system,large_intestine
905965,SR,905965,UNCLASSIFIED,blood,lymphoid_neoplasm_other
910906,ST486,910906,UNCLASSIFIED,blood,Burkitt_lymphoma
1299061,STS-0421,1299061,UNCLASSIFIED,soft_tissue,soft_tissue_other
909742,SU-DHL-1,909742,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma
1331033,SU-DHL-10,1331033,DLBC,blood,B_cell_lymphoma
1331034,SU-DHL-16,1331034,DLBC,blood,B_cell_lymphoma
1331035,SU-DHL-4,1331035,DLBC,blood,B_cell_lymphoma
1331036,SU-DHL-5,1331036,DLBC,blood,B_cell_lymphoma
1331037,SU-DHL-6,1331037,DLBC,blood,B_cell_lymphoma
1331038,SU-DHL-8,1331038,DLBC,blood,B_cell_lymphoma
1240218,SU8686,1240218,PAAD,pancreas,pancreas
1240219,SUIT-2,1240219,PAAD,pancreas,pancreas
1247871,SUP-B15,1247871,ALL,blood,lymphoblastic_leukemia
910209,SUP-B8,910209,UNCLASSIFIED,blood,B_cell_leukemia
1331039,SUP-HD1,1331039,UNCLASSIFIED,blood,Hodgkin_lymphoma
1331040,SUP-M2,1331040,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma
909743,SUP-T1,909743,ALL,blood,lymphoblastic_T_cell_leukaemia
909745,SW1088,909745,GBM,nervous_system,glioma
909746,SW1116,909746,COREAD,digestive_system,large_intestine
1299062,SW1271,1299062,SCLC,lung,lung_small_cell_carcinoma
909744,SW13,909744,ACC,kidney,adrenal_gland
909747,SW1417,909747,COREAD,digestive_system,large_intestine
909748,SW1463,909748,COREAD,digestive_system,large_intestine
1240220,SW156,1240220,KIRC,kidney,kidney
724878,SW1573,724878,LUAD,lung,lung_NSCLC_adenocarcinoma
909749,SW1710,909749,BLCA,urogenital_system,bladder
909750,SW1783,909750,LGG,nervous_system,glioma
910907,SW1990,910907,PAAD,pancreas,pancreas
910908,SW403,910908,UNCLASSIFIED,digestive_system,large_intestine
909751,SW48,909751,COREAD,digestive_system,large_intestine
905962,SW620,905962,COREAD,digestive_system,large_intestine
909753,SW626,909753,OV,urogenital_system,ovary
909754,SW684,909754,UNCLASSIFIED,soft_tissue,fibrosarcoma
724839,SW756,724839,CESC,urogenital_system,cervix
687457,SW780,687457,BLCA,urogenital_system,bladder
909755,SW837,909755,COREAD,digestive_system,large_intestine
909756,SW872,909756,UNCLASSIFIED,soft_tissue,soft_tissue_other
724879,SW900,724879,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma
909757,SW948,909757,COREAD,digestive_system,large_intestine
924247,SW954,924247,UNCLASSIFIED,urogenital_system,urogenital_system_other
909758,SW962,909758,UNCLASSIFIED,urogenital_system,urogenital_system_other
909759,SW982,909759,UNCLASSIFIED,soft_tissue,soft_tissue_other
909707,Saos-2,909707,UNCLASSIFIED,bone,osteosarcoma
1303910,Sarc9371,1303910,UNCLASSIFIED,bone,bone_other
1331031,Sci-1,1331031,UNCLASSIFIED,blood,B_cell_lymphoma
1659820,Set2,1659820,UNCLASSIFIED,,
930297,SiHa,930297,CESC,urogenital_system,cervix
724812,T-24,724812,BLCA,urogenital_system,bladder
1299064,T-T,1299064,ESCA,aero_digestive_tract,oesophagus
905945,T47D,905945,BRCA,breast,breast
909761,T84,909761,COREAD,digestive_system,large_intestine
687586,T98G,687586,GBM,nervous_system,glioma
909762,TALL-1,909762,ALL,blood,lymphoblastic_T_cell_leukaemia
1299067,TASK1,1299067,UNCLASSIFIED,nervous_system,nervous_system_other
1240221,TC-71,1240221,UNCLASSIFIED,bone,ewings_sarcoma
946357,TC-YIK,946357,UNCLASSIFIED,urogenital_system,cervix
687459,TCCSUP,687459,BLCA,urogenital_system,bladder
753621,TE-1,753621,ESCA,aero_digestive_tract,oesophagus
753622,TE-10,753622,ESCA,aero_digestive_tract,oesophagus
946354,TE-11,946354,ESCA,aero_digestive_tract,oesophagus
946356,TE-12,946356,ESCA,aero_digestive_tract,oesophagus
753614,TE-15,753614,ESCA,aero_digestive_tract,oesophagus
1503371,TE-4,1503371,ESCA,aero_digestive_tract,oesophagus
924248,TE-441-T,924248,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma
735784,TE-5,735784,ESCA,aero_digestive_tract,oesophagus
946355,TE-6,946355,ESCA,aero_digestive_tract,oesophagus
753623,TE-8,753623,ESCA,aero_digestive_tract,oesophagus
946353,TE-9,946353,ESCA,aero_digestive_tract,oesophagus
1331044,TF-1,1331044,UNCLASSIFIED,blood,acute_myeloid_leukaemia
909770,TGBC11TKB,909770,STAD,digestive_system,stomach
909769,TGBC1TKB,909769,UNCLASSIFIED,digestive_system,biliary_tract
910695,TGBC24TKB,910695,UNCLASSIFIED,digestive_system,biliary_tract
910780,TGW,910780,NB,nervous_system,neuroblastoma
909771,THP-1,909771,LAML,blood,acute_myeloid_leukaemia
910696,TI-73,910696,UNCLASSIFIED,bone,osteosarcoma
1331045,TK,1331045,DLBC,blood,B_cell_lymphoma
905980,TK10,905980,KIRC,kidney,kidney
1299069,TMK-1,1299069,STAD,digestive_system,stomach
1299070,TOV-112D,1299070,OV,urogenital_system,ovary
1240222,TOV-21G,1240222,OV,urogenital_system,ovary
930299,TT,930299,THCA,thyroid,thyroid
1240223,TT2609-C02,1240223,THCA,thyroid,thyroid
909773,TUR,909773,DLBC,blood,B_cell_lymphoma
909774,TYK-nu,909774,UNCLASSIFIED,urogenital_system,ovary
1299066,Takigawa,1299066,UNCLASSIFIED,digestive_system,stomach
1331043,Tera-1,1331043,UNCLASSIFIED,urogenital_system,testis
1331046,Toledo,1331046,UNCLASSIFIED,blood,B_cell_lymphoma
687588,U-118-MG,687588,GBM,nervous_system,glioma
909776,U-2-OS,909776,UNCLASSIFIED,bone,osteosarcoma
753615,U-266,753615,MM,blood,myeloma
909777,U-698-M,909777,UNCLASSIFIED,blood,B_cell_leukemia
687590,U-87-MG,687590,GBM,nervous_system,glioma
1503374,U-CH1,1503374,UNCLASSIFIED,,
905981,U031,905981,KIRC,kidney,kidney
905983,U251,905983,GBM,nervous_system,glioma
905977,UACC-257,905977,SKCM,skin,melanoma
905976,UACC-62,905976,SKCM,skin,melanoma
910910,UACC-812,910910,BRCA,breast,breast
909778,UACC-893,909778,BRCA,breast,breast
1299073,UDSCC2,1299073,UNCLASSIFIED,aero_digestive_tract,head_and_neck
1299074,UISO-MCC-1,1299074,UNCLASSIFIED,skin,Merkel_cell_carcinoma
724838,UM-UC-3,724838,BLCA,urogenital_system,bladder
909779,UMC-11,909779,UNCLASSIFIED,lung,lung_NSCLC_carcinoid
1480374,UWB1.289,1480374,OV,urogenital_system,ovary
688121,VA-ES-BJ,688121,UNCLASSIFIED,soft_tissue,soft_tissue_other
1331048,VAL,1331048,DLBC,blood,B_cell_lymphoma
1299075,VCaP,1299075,PRAD,urogenital_system,prostate
909780,VM-CUB-1,909780,BLCA,urogenital_system,bladder
713869,VMRC-LCD,713869,LUAD,lung,lung_NSCLC_adenocarcinoma
930301,VMRC-MELG,930301,SKCM,skin,melanoma
1240224,VMRC-RCW,1240224,KIRC,kidney,kidney
909781,VMRC-RCZ,909781,KIRC,kidney,kidney
1331049,WIL2-NS,1331049,UNCLASSIFIED,blood,lymphoid_neoplasm_other
909784,WM-115,909784,SKCM,skin,melanoma
1299077,WM1158,1299077,UNCLASSIFIED,skin,melanoma
1299078,WM1552C,1299078,SKCM,skin,melanoma
1240225,WM239A,1240225,UNCLASSIFIED,skin,melanoma
1240226,WM278,1240226,SKCM,skin,melanoma
1299080,WM35,1299080,SKCM,skin,melanoma
1299081,WM793B,1299081,SKCM,skin,melanoma
1240227,WM902B,1240227,UNCLASSIFIED,skin,melanoma
1331050,WSU-DLCL2,1331050,DLBC,blood,B_cell_lymphoma
909785,WSU-NHL,909785,UNCLASSIFIED,blood,lymphoid_neoplasm_other
909904,YAPC,909904,PAAD,pancreas,pancreas
909905,YH-13,909905,GBM,nervous_system,glioma
687592,YKG-1,687592,GBM,nervous_system,glioma
1303911,YMB-1-E,1303911,BRCA,breast,breast
946358,YT,946358,ALL,blood,lymphoid_neoplasm_other
909907,ZR-75-30,909907,BRCA,breast,breast
1298146,huH-1,1298146,LIHC,digestive_system,liver
908452,no-10,908452,LGG,nervous_system,glioma
908450,no-11,908450,LGG,nervous_system,glioma
