HMS LINCS ID,Name,Alternative Names,LINCS ID,PubChem CID,ChEBI ID,ChEMBL ID,Molecular Mass,InChi,InChi Key,SMILES,Relevant Citations,Date Publicly Available,Most Recent Update
10218-101,SU6656,,LSM-1219,5309,,605003,371.13,"InChI=1S/C19H21N3O3S/c1-22(2)26(24,25)14-7-8-18-15(11-14)16(19(23)21-18)10-13-9-12-5-3-4-6-17(12)20-13/h7-11,20H,3-6H2,1-2H3,(H,21,23)",LOGJQOUIVKBFGH-UHFFFAOYSA-N,CN(C)S(=O)(=O)C1=CC2=C(C=C1)NC(=O)C2=CC3=CC4=C(N3)CCCC4,,,2016-04-04
10219-101,U-0126,,LSM-1220,5637,,34704,380.09,"InChI=1S/C18H16N6S2/c19-9-11(17(23)25-15-7-3-1-5-13(15)21)12(10-20)18(24)26-16-8-4-2-6-14(16)22/h1-8H,21-24H2",DVEXZJFMOKTQEZ-UHFFFAOYSA-N,C1=CC=C(C(=C1)N)SC(=C(C#N)C(=C(N)SC2=CC=CC=C2N)C#N)N,,,2016-04-04
10220-101,PKC412,,LSM-1221,16760627,,338448,570.23,"InChI=1S/C35H30N4O4/c1-35-32(42-3)25(37(2)34(41)19-11-5-4-6-12-19)17-26(43-35)38-23-15-9-7-13-20(23)28-29-22(18-36-33(29)40)27-21-14-8-10-16-24(21)39(35)31(27)30(28)38/h4-16,25-26,32H,17-18H2,1-3H3,(H,36,40)",BMGQWWVMWDBQGC-UHFFFAOYSA-N,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC,,,2016-04-04
10220-999,PKC412,,LSM-1221,16760627,,338448,570.23,"InChI=1S/C35H30N4O4/c1-35-32(42-3)25(37(2)34(41)19-11-5-4-6-12-19)17-26(43-35)38-23-15-9-7-13-20(23)28-29-22(18-36-33(29)40)27-21-14-8-10-16-24(21)39(35)31(27)30(28)38/h4-16,25-26,32H,17-18H2,1-3H3,(H,36,40)",BMGQWWVMWDBQGC-UHFFFAOYSA-N,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC,,,2016-07-12
10221-101,GSK2334470,,LSM-1222,46215815,,,462.29,"InChI=1S/C25H34N8O/c1-15-8-9-17(24(34)28-18-6-4-3-5-7-18)14-33(15)22-13-20(29-25(27-2)30-22)16-10-11-19-21(12-16)31-32-23(19)26/h10-13,15,17-18H,3-9,14H2,1-2H3,(H,28,34)(H3,26,31,32)(H,27,29,30)/t15-,17+/m1/s1",QLPHOXTXAKOFMU-WBVHZDCISA-N,C[C@@H]1CC[C@@H](CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)NC)C(=O)NC5CCCCC5,,,2016-04-04
10222-101,Dacomitinib,PF-00299804,LSM-1223,57519532,,,469.17,"InChI=1S/C24H25ClFN5O2/c1-33-22-14-20-17(24(28-15-27-20)29-16-7-8-19(26)18(25)12-16)13-21(22)30-23(32)6-5-11-31-9-3-2-4-10-31/h5-8,12-15H,2-4,9-11H2,1H3,(H,30,32)(H,27,28,29)",LVXJQMNHJWSHET-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)NC(=O)C=CCN4CCCCC4,,,2016-04-04
10223-101,AG1478,Tyrphostin,LSM-1224,2051,,,315.08,"InChI=1S/C16H14ClN3O2/c1-21-14-7-12-13(8-15(14)22-2)18-9-19-16(12)20-11-5-3-4-10(17)6-11/h3-9H,1-2H3,(H,18,19,20)",GFNNBHLJANVSQV-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC,,,2016-04-04
10224-104,AST1306,,LSM-1225,24739943,,,448.11,"InChI=1S/C24H18ClFN4O2/c1-2-23(31)29-17-6-8-21-19(11-17)24(28-14-27-21)30-18-7-9-22(20(25)12-18)32-13-15-4-3-5-16(26)10-15/h2-12,14H,1,13H2,(H,29,31)(H,27,28,30)",MVZGYPSXNDCANY-UHFFFAOYSA-N,C=CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=C(C=C3)OCC4=CC(=CC=C4)F)Cl,,,2016-04-04
10225-101,Regorafenib,BAY 73-4506,LSM-1226,11167602,,,482.08,"InChI=1S/C21H15ClF4N4O3/c1-27-19(31)18-10-13(6-7-28-18)33-12-3-5-17(16(23)9-12)30-20(32)29-11-2-4-15(22)14(8-11)21(24,25)26/h2-10H,1H3,(H,27,31)(H2,29,30,32)",FNHKPVJBJVTLMP-UHFFFAOYSA-N,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,,,2016-04-04
10226-101,Tofacitinib,Tasocitinib; CP-690550; Xeljanz,LSM-1227,9926791,,,312.17,"InChI=1S/C16H20N6O/c1-11-5-8-22(14(23)3-6-17)9-13(11)21(2)16-12-4-7-18-15(12)19-10-20-16/h4,7,10-11,13H,3,5,8-9H2,1-2H3,(H,18,19,20)/t11-,13+/m1/s1",UJLAWZDWDVHWOW-YPMHNXCESA-N,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N,,,2016-04-04
10226-108,Tofacitinib,Tasocitinib; CP-690550; Xeljanz,LSM-1227,9926791,,,312.17,"InChI=1S/C16H20N6O/c1-11-5-8-22(14(23)3-6-17)9-13(11)21(2)16-12-4-7-18-15(12)19-10-20-16/h4,7,10-11,13H,3,5,8-9H2,1-2H3,(H,18,19,20)/t11-,13+/m1/s1",UJLAWZDWDVHWOW-YPMHNXCESA-N,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N,,,2016-04-04
10226-999,Tofacitinib,Tasocitinib; CP-690550; Xeljanz,LSM-1227,9926791,,,312.17,"InChI=1S/C16H20N6O/c1-11-5-8-22(14(23)3-6-17)9-13(11)21(2)16-12-4-7-18-15(12)19-10-20-16/h4,7,10-11,13H,3,5,8-9H2,1-2H3,(H,18,19,20)/t11-,13+/m1/s1",UJLAWZDWDVHWOW-YPMHNXCESA-N,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N,,,2016-07-12
10227-101,EO1428,,LSM-1228,9801969,,,414.01,"InChI=1S/C20H16BrClN2O/c1-12-4-2-3-5-15(12)20(25)16-8-7-14(11-17(16)22)24-19-9-6-13(21)10-18(19)23/h2-11,24H,23H2,1H3",HDCLCHNAEZNGNV-UHFFFAOYSA-N,CC1=CC=CC=C1C(=O)C2=C(C=C(C=C2)NC3=C(C=C(C=C3)Br)N)Cl,,,2016-04-04
10228-102,IKK16,,LSM-2309,9549298,,,483.21,"InChI=1S/C28H29N5OS/c34-27(33-17-12-23(13-18-33)32-15-3-4-16-32)20-7-9-22(10-8-20)30-28-29-14-11-24(31-28)26-19-21-5-1-2-6-25(21)35-26/h1-2,5-11,14,19,23H,3-4,12-13,15-18H2,(H,29,30,31)",BWZJBXAPRCVCKQ-UHFFFAOYSA-N,C1CCN(C1)C2CCN(CC2)C(=O)C3=CC=C(C=C3)NC4=NC=CC(=N4)C5=CC6=CC=CC=C6S5,,,2016-04-04
10229-101,KU63794,,LSM-1230,,,,465.24,"InChI=1S/C25H31N5O4/c1-16-13-30(14-17(2)34-16)25-27-23-20(24(28-25)29-8-10-33-11-9-29)5-6-21(26-23)18-4-7-22(32-3)19(12-18)15-31/h4-7,12,16-17,31H,8-11,13-15H2,1-3H3/t16-,17-/m1/s1",RFSMUFRPPYDYRD-IAGOWNOFSA-N,C[C@@H]1CN(C[C@H](O1)C)C2=NC3=C(C=CC(=N3)C4=CC(=C(C=C4)OC)CO)C(=N2)N5CCOCC5,,,2016-04-04
10230-101,Lestaurtinib,CEP-701,LSM-1231,126565,,,439.15,"InChI=1S/C26H21N3O4/c1-25-26(32,12-30)10-18(33-25)28-16-8-4-2-6-13(16)20-21-15(11-27-24(21)31)19-14-7-3-5-9-17(14)29(25)23(19)22(20)28/h2-9,18,30,32H,10-12H2,1H3,(H,27,31)/t18-,25+,26+/m1/s1",UIARLYUEJFELEN-LROUJFHJSA-N,C[C@@]12[C@](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(CO)O,,,2016-04-04
10230-999,Lestaurtinib,CEP-701,LSM-1231,126565,,,439.15,"InChI=1S/C26H21N3O4/c1-25-26(32,12-30)10-18(33-25)28-16-8-4-2-6-13(16)20-21-15(11-27-24(21)31)19-14-7-3-5-9-17(14)29(25)23(19)22(20)28/h2-9,18,30,32H,10-12H2,1H3,(H,27,31)/t18-,25+,26+/m1/s1",UIARLYUEJFELEN-LROUJFHJSA-N,C[C@@]12[C@](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(CO)O,,,2016-07-12
10231-101,PF-3758309,,LSM-4254,25227462,,,490.23,"InChI=1S/C25H30N8OS/c1-15-26-18-11-12-35-20(18)23(27-15)29-22-17-13-33(25(2,3)21(17)30-31-22)24(34)28-19(14-32(4)5)16-9-7-6-8-10-16/h6-12,19H,13-14H2,1-5H3,(H,28,34)(H2,26,27,29,30,31)/t19-/m1/s1",AYCPARAPKDAOEN-LJQANCHMSA-N,CC1=NC2=C(C(=N1)NC3=NNC4=C3CN(C4(C)C)C(=O)N[C@H](CN(C)C)C5=CC=CC=C5)SC=C2,,,2016-04-04
10232-101,Dactolisib,BEZ235; NVP-BEZ235,LSM-4255,11977753,,,469.19,"InChI=1S/C30H23N5O/c1-30(2,18-31)22-9-11-23(12-10-22)35-28-24-15-19(21-14-20-6-4-5-7-25(20)32-16-21)8-13-26(24)33-17-27(28)34(3)29(35)36/h4-17H,1-3H3",JOGKUKXHTYWRGZ-UHFFFAOYSA-N,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,,,2016-08-17
10233-101,Alpelisib,BYL719,LSM-4256,56649450,,,441.14,"InChI=1S/C19H22F3N5O2S/c1-10-14(11-6-7-24-13(9-11)18(2,3)19(20,21)22)30-16(25-10)26-17(29)27-8-4-5-12(27)15(23)28/h6-7,9,12H,4-5,8H2,1-3H3,(H2,23,28)(H,25,26,29)/t12-/m0/s1",STUWGJZDJHPWGZ-LBPRGKRZSA-N,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,,,2016-07-12
10234-101,GDC-0980,RG7422,LSM-4257,66694608,,,498.22,"InChI=1S/C23H30N8O3S/c1-14-17(13-29-3-5-31(6-4-29)22(33)15(2)32)35-19-18(14)27-20(16-11-25-23(24)26-12-16)28-21(19)30-7-9-34-10-8-30/h11-12,15,32H,3-10,13H2,1-2H3,(H2,24,25,26)",YOVVNQKCSKSHKT-UHFFFAOYSA-N,CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)CN5CCN(CC5)C(=O)C(C)O,,,2016-04-04
10235-101,Everolimus,RAD001,LSM-4258,53398658,,,957.58,"InChI=1S/C53H83NO14/c1-32-16-12-11-13-17-33(2)44(63-8)30-40-21-19-38(7)53(62,68-40)50(59)51(60)54-23-15-14-18-41(54)52(61)67-45(35(4)28-39-20-22-43(66-25-24-55)46(29-39)64-9)31-42(56)34(3)27-37(6)48(58)49(65-10)47(57)36(5)26-32/h11-13,16-17,27,32,34-36,38-41,43-46,48-49,55,58,62H,14-15,18-26,28-31H2,1-10H3",HKVAMNSJSFKALM-UHFFFAOYSA-N,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC,,,2016-04-04
10236-101,17-AAG,Tanespimycin,LSM-5870,151069,,,585.31,"InChI=1S/C31H43N3O8/c1-8-12-33-26-21-13-17(2)14-25(41-7)27(36)19(4)15-20(5)29(42-31(32)39)24(40-6)11-9-10-18(3)30(38)34-22(28(21)37)16-23(26)35/h8-11,15-17,19,24-25,27,29,33,36H,1,12-14H2,2-7H3,(H2,32,39)(H,34,38)/t17-,19+,24+,25+,27-,29+/m1/s1",AYUNIORJHRXIBJ-JDHGPBJTSA-N,C[C@H]1C[C@@H]([C@@H]([C@H](C=C([C@@H]([C@H](C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)C)OC)OC(=O)N)C)C)O)OC,,,2016-04-04
10236-999,17-AAG,Tanespimycin,LSM-5870,151069,,,585.31,"InChI=1S/C31H43N3O8/c1-8-12-33-26-21-13-17(2)14-25(41-7)27(36)19(4)15-20(5)29(42-31(32)39)24(40-6)11-9-10-18(3)30(38)34-22(28(21)37)16-23(26)35/h8-11,15-17,19,24-25,27,29,33,36H,1,12-14H2,2-7H3,(H2,32,39)(H,34,38)/t17-,19+,24+,25+,27-,29+/m1/s1",AYUNIORJHRXIBJ-JDHGPBJTSA-N,C[C@H]1C[C@@H]([C@@H]([C@H](C=C([C@@H]([C@H](C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)C)OC)OC(=O)N)C)C)O)OC,,,2016-04-04
10237-101,5-DFUR,5-FdUR; Doxifluridine,LSM-6359,18343,,,246.07,"InChI=1S/C9H11FN2O5/c1-3-5(13)6(14)8(17-3)12-2-4(10)7(15)11-9(12)16/h2-3,5-6,8,13-14H,1H3,(H,11,15,16)/t3-,5-,6-,8-/m1/s1",ZWAOHEXOSAUJHY-ZIYNGMLESA-N,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)F)O)O,,,2016-04-04
10238-101,5-FU,Fluorouracil,LSM-4261,3385,,,130.02,"InChI=1S/C4H3FN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)",GHASVSINZRGABV-UHFFFAOYSA-N,C1=C(C(=O)NC(=O)N1)F,,,2016-04-04
10239-101,AG1024,Tyrphostin AG 1024,LSM-4262,2044,,,304.02,"InChI=1S/C14H13BrN2O/c1-14(2,3)11-5-9(4-10(7-16)8-17)6-12(15)13(11)18/h4-6,18H,1-3H3",ABBADGFSRBWENF-UHFFFAOYSA-N,CC(C)(C)C1=C(C(=CC(=C1)C=C(C#N)C#N)Br)O,,,2016-04-04
10240-101,AS-252424,,LSM-4263,56965900,,,305.02,"InChI=1S/C14H8FNO4S/c15-7-1-3-9(10(17)5-7)11-4-2-8(20-11)6-12-13(18)16-14(19)21-12/h1-6,17H,(H,16,18,19)",OYYVWNDMOQPMGE-UHFFFAOYSA-N,C1=CC(=C(C=C1F)O)C2=CC=C(O2)C=C3C(=O)NC(=O)S3,,,2016-04-04
10241-101,Bortezomib,Velcade,LSM-6281,387447,,,384.20,"InChI=1S/C19H25BN4O4/c1-13(2)10-17(20(27)28)24-18(25)15(11-14-6-4-3-5-7-14)23-19(26)16-12-21-8-9-22-16/h3-9,12-13,15,17,27-28H,10-11H2,1-2H3,(H,23,26)(H,24,25)/t15-,17-/m0/s1",GXJABQQUPOEUTA-RDJZCZTQSA-N,B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,,,2016-04-04
10242-101,Carboplatin,,LSM-4265,5237030,,,371.04,"InChI=1S/C6H8O4.2H3N.Pt/c7-4(8)6(5(9)10)2-1-3-6;;;/h1-3H2,(H,7,8)(H,9,10);2*1H3;/q;;;+2/p-2",OLESAACUTLOWQZ-UHFFFAOYSA-L,C1CC(C1)(C(=O)[O-])C(=O)[O-].N.N.[Pt+2],,,2016-04-04
10243-999,CGC-11047,PG11047,LSM-4266,476863,,,256.26,"InChI=1S/C14H32N4/c1-3-15-11-7-13-17-9-5-6-10-18-14-8-12-16-4-2/h5-6,15-18H,3-4,7-14H2,1-2H3",XFWLTFZLLXVKDY-UHFFFAOYSA-N,CCNCCCNCC=CCNCCCNCC,,,2016-12-02
10244-999,CGC-11144,,LSM-4267,6476700,,,710.73,"InChI=1S/C40H90N10/c1-3-41-23-5-7-25-43-27-9-11-29-45-31-13-15-33-47-35-17-19-37-49-39-21-22-40-50-38-20-18-36-48-34-16-14-32-46-30-12-10-28-44-26-8-6-24-42-4-2/h21-22,41-50H,3-20,23-40H2,1-2H3/b22-21+",BDTMNIXVRYGYPA-QURGRASLSA-N,CCNCCCCNCCCCNCCCCNCCCCNC/C=C/CNCCCCNCCCCNCCCCNCCCCNCC,,,2016-04-04
10245-101,Cisplatin,CDDP; cis-Diaminodichloroplatinum; Cisplatinum; Lederplatin; Briplatin; Cismaplat,LSM-4268,,,,298.96,InChI=1S/2ClH.2H3N.Pt/h2*1H;2*1H3;/q;;;;+2/p-2,LXZZYRPGZAFOLE-UHFFFAOYSA-L,N.N.[Cl-].[Cl-].[Pt+2],,,2016-04-04
10246-101,CPT-11,Irinotecan,LSM-2167,60838,,,586.28,"InChI=1S/C33H38N4O6/c1-3-22-23-16-21(43-32(40)36-14-10-20(11-15-36)35-12-6-5-7-13-35)8-9-27(23)34-29-24(22)18-37-28(29)17-26-25(30(37)38)19-42-31(39)33(26,41)4-2/h8-9,16-17,20,41H,3-7,10-15,18-19H2,1-2H3/t33-/m0/s1",UWKQSNNFCGGAFS-XIFFEERXSA-N,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)[C@@]5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7,,,2016-04-04
10247-101,Docetaxel,Taxotere,LSM-6360,148124,,,807.35,"InChI=1S/C43H53NO14/c1-22-26(55-37(51)32(48)30(24-15-11-9-12-16-24)44-38(52)58-39(3,4)5)20-43(53)35(56-36(50)25-17-13-10-14-18-25)33-41(8,34(49)31(47)29(22)40(43,6)7)27(46)19-28-42(33,21-54-28)57-23(2)45/h9-18,26-28,30-33,35,46-48,53H,19-21H2,1-8H3,(H,44,52)/t26-,27-,28+,30-,31+,32+,33-,35-,41+,42-,43+/m0/s1",ZDZOTLJHXYCWBA-VCVYQWHSSA-N,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,,,2016-04-04
10248-101,Doxorubicin,Adriamycin,LSM-4062,31703,,,543.17,"InChI=1S/C27H29NO11/c1-10-22(31)13(28)6-17(38-10)39-15-8-27(36,16(30)9-29)7-12-19(15)26(35)21-20(24(12)33)23(32)11-4-3-5-14(37-2)18(11)25(21)34/h3-5,10,13,15,17,22,29,31,33,35-36H,6-9,28H2,1-2H3/t10-,13-,15-,17-,22+,27-/m0/s1",AOJJSUZBOXZQNB-TZSSRYMLSA-N,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,,,2016-04-04
10248-102,Doxorubicin,Adriamycin,LSM-4062,31703,,,543.17,"InChI=1S/C27H29NO11/c1-10-22(31)13(28)6-17(38-10)39-15-8-27(36,16(30)9-29)7-12-19(15)26(35)21-20(24(12)33)23(32)11-4-3-5-14(37-2)18(11)25(21)34/h3-5,10,13,15,17,22,29,31,33,35-36H,6-9,28H2,1-2H3/t10-,13-,15-,17-,22+,27-/m0/s1",AOJJSUZBOXZQNB-TZSSRYMLSA-N,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,,,2016-04-04
10249-999,Epirubicin,Ellence,LSM-2078,41867,,,543.17,"InChI=1S/C27H29NO11/c1-10-22(31)13(28)6-17(38-10)39-15-8-27(36,16(30)9-29)7-12-19(15)26(35)21-20(24(12)33)23(32)11-4-3-5-14(37-2)18(11)25(21)34/h3-5,10,13,15,17,22,29,31,33,35-36H,6-9,28H2,1-2H3/t10-,13-,15-,17-,22-,27-/m0/s1",AOJJSUZBOXZQNB-VTZDEGQISA-N,C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,,,2016-05-06
10250-101,Etoposide,,LSM-6348,36462,,,588.18,"InChI=1S/C29H32O13/c1-11-36-9-20-27(40-11)24(31)25(32)29(41-20)42-26-14-7-17-16(38-10-39-17)6-13(14)21(22-15(26)8-37-28(22)33)12-4-18(34-2)23(30)19(5-12)35-3/h4-7,11,15,20-22,24-27,29-32H,8-10H2,1-3H3/t11-,15+,20-,21-,22+,24-,25-,26-,27-,29+/m1/s1",VJJPUSNTGOMMGY-MRVIYFEKSA-N,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,,,2016-04-04
10250-999,Etoposide,,LSM-6348,36462,,,588.18,"InChI=1S/C29H32O13/c1-11-36-9-20-27(40-11)24(31)25(32)29(41-20)42-26-14-7-17-16(38-10-39-17)6-13(14)21(22-15(26)8-37-28(22)33)12-4-18(34-2)23(30)19(5-12)35-3/h4-7,11,15,20-22,24-27,29-32H,8-10H2,1-3H3/t11-,15+,20-,21-,22+,24-,25-,26-,27-,29+/m1/s1",VJJPUSNTGOMMGY-MRVIYFEKSA-N,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,,,2016-04-04
10251-112,Fascaplysin,,LSM-4272,73293,,,271.09,InChI=1S/C18H10N2O/c21-18-13-6-2-4-8-15(13)20-10-9-12-11-5-1-3-7-14(11)19-16(12)17(18)20/h1-10H/p+1,WYQIPCUPNMRAKP-UHFFFAOYSA-O,C1=CC=C2C(=C1)C3=C(N2)C4=[N+](C=C3)C5=CC=CC=C5C4=O,,,2016-04-04
10252-101,Gemcitabine,Gemzar,LSM-5333,60750,,,263.07,"InChI=1S/C9H11F2N3O4/c10-9(11)6(16)4(3-15)18-7(9)14-2-1-5(12)13-8(14)17/h1-2,4,6-7,15-16H,3H2,(H2,12,13,17)/t4-,6-,7-/m1/s1",SDUQYLNIPVEERB-QPPQHZFASA-N,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,,,2016-04-04
10252-999,Gemcitabine,Gemzar,LSM-5333,60750,,,263.07,"InChI=1S/C9H11F2N3O4/c10-9(11)6(16)4(3-15)18-7(9)14-2-1-5(12)13-8(14)17/h1-2,4,6-7,15-16H,3H2,(H2,12,13,17)/t4-,6-,7-/m1/s1",SDUQYLNIPVEERB-QPPQHZFASA-N,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,,,2016-05-06
10253-102,Glycyl-H-1152,,LSM-4274,,,,376.16,"InChI=1S/C18H24N4O3S/c1-13-7-8-20-15-5-3-6-16(18(13)15)26(24,25)22-10-4-9-21(12-14(22)2)17(23)11-19/h3,5-8,14H,4,9-12,19H2,1-2H3/t14-/m0/s1",SKZNXANHXFSDNA-AWEZNQCLSA-N,NCC(N(C[C@@H]1C)CCCN1S(C2=CC=CC3=NC=CC(C)=C32)(=O)=O)=O,,,2016-05-06
10255-101,GSK1838705A,,LSM-4276,25182616,,,532.23,"InChI=1S/C27H29FN8O3/c1-29-26(38)23-17(28)6-5-7-18(23)31-25-16-8-10-30-24(16)33-27(34-25)32-19-13-20-15(12-21(19)39-4)9-11-36(20)22(37)14-35(2)3/h5-8,10,12-13H,9,11,14H2,1-4H3,(H,29,38)(H3,30,31,32,33,34)",HZTYDQRUAWIZRE-UHFFFAOYSA-N,CNC(=O)C1=C(C=CC=C1F)NC2=NC(=NC3=C2C=CN3)NC4=C(C=C5CCN(C5=C4)C(=O)CN(C)C)OC,,,2016-05-06
10255-999,GSK1838705A,,LSM-4276,25182616,,,532.23,"InChI=1S/C27H29FN8O3/c1-29-26(38)23-17(28)6-5-7-18(23)31-25-16-8-10-30-24(16)33-27(34-25)32-19-13-20-15(12-21(19)39-4)9-11-36(20)22(37)14-35(2)3/h5-8,10,12-13H,9,11,14H2,1-4H3,(H,29,38)(H3,30,31,32,33,34)",HZTYDQRUAWIZRE-UHFFFAOYSA-N,CNC(=O)C1=C(C=CC=C1F)NC2=NC(=NC3=C2C=CN3)NC4=C(C=C5CCN(C5=C4)C(=O)CN(C)C)OC,,,2016-07-12
10257-101,GSK923295,,LSM-4278,68651179,,,591.26,"InChI=1S/C32H38ClN5O4/c1-20(2)42-29-13-12-24(16-27(29)33)32(41)35-25(17-34-30(40)19-37(4)5)15-22-8-10-23(11-9-22)28-18-38-14-6-7-26(21(3)39)31(38)36-28/h6-14,16,18,20-21,25,39H,15,17,19H2,1-5H3,(H,34,40)(H,35,41)/t21-,25?/m0/s1",WHMXDBPHBVLYRC-BWDMCYIDSA-N,C[C@@H](C1=CC=CN2C1=NC(=C2)C3=CC=C(C=C3)CC(CNC(=O)CN(C)C)NC(=O)C4=CC(=C(C=C4)OC(C)C)Cl)O,,,2016-04-04
10258-110,Ibandronate,Boniva,LSM-4279,44828485,,,318.09,"InChI=1S/C9H23NO7P2/c1-3-4-5-7-10(2)8-6-9(11,18(12,13)14)19(15,16)17/h11H,3-8H2,1-2H3,(H2,12,13,14)(H2,15,16,17)/p-1",MPBVHIBUJCELCL-UHFFFAOYSA-M,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)[O-],,,2016-04-04
10259-101,ICRF-193,,LSM-4280,115150,,,282.13,"InChI=1S/C12H18N4O4/c1-7(15-3-9(17)13-10(18)4-15)8(2)16-5-11(19)14-12(20)6-16/h7-8H,3-6H2,1-2H3,(H,13,17,18)(H,14,19,20)",OBYGAPWKTPDTAS-UHFFFAOYSA-N,CC(C(C)N1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,,,2016-04-04
10260-999,Ispinesib,SB-715992,LSM-5732,6851740,,,516.23,"InChI=1S/C30H33ClN4O2/c1-20(2)27(34(17-7-16-32)29(36)23-12-10-21(3)11-13-23)28-33-26-18-24(31)14-15-25(26)30(37)35(28)19-22-8-5-4-6-9-22/h4-6,8-15,18,20,27H,7,16-17,19,32H2,1-3H3/t27-/m1/s1",QJZRFPJCWMNVAV-HHHXNRCGSA-N,CC1=CC=C(C=C1)C(=O)N(CCCN)[C@@H](C2=NC3=C(C=CC(=C3)Cl)C(=O)N2CC4=CC=CC=C4)C(C)C,,,2016-05-06
